pos_L2H	w_L2H	p0_L2H	pos_H2L	w_H2L	p0_H2L	gammaC1	gammaW1	deltaE1	eta1	width1	gammaC2	gammaW2	deltaE2	eta2	width2	gamC_L	gamW_L	delE_L	eta_L	width_L	c	Vg	T	error
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446942e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.057218e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545260e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169091e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	2.852746e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.86227
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488977e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246181e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.984962e-01	3.501433e-03	0.000000e+00	-1.676245e-01	4.540068e-02	-2.374276e-03	2.436409e-06	5.391934e-02	3.414258e-01	7.799791e-01	1.446940e-02	1.055728e-05	3.545258e-02	5.594663e-01	7.800041e-01	6.169076e-03	1.362630e-08	4.488962e-03	5.998074e-01	5.790698e-01	3.246182e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76201
-8.986944e-01	3.542963e-03	0.000000e+00	-1.676195e-01	4.547843e-02	-2.304048e-03	2.733846e-06	5.391576e-02	3.414468e-01	7.799645e-01	1.446975e-02	9.945632e-06	3.541270e-02	5.594760e-01	7.800027e-01	6.003339e-03	1.469071e-08	4.279454e-03	5.997705e-01	5.788240e-01	3.250924e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.77204
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511649e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541857e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334437e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.746072e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391836e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446949e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.938199e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544330e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594684e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132807e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	2.963240e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.87146
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430845e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
-8.985406e-01	3.511634e-03	0.000000e+00	-1.676230e-01	4.541855e-02	-2.334423e-03	2.731171e-06	5.391834e-02	3.414304e-01	7.799760e-01	1.446948e-02	9.923298e-06	3.544328e-02	5.594683e-01	7.800040e-01	6.132792e-03	1.473124e-08	4.430830e-03	5.997972e-01	5.790170e-01	3.247453e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76090
